,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
3228,FDA37,7.81,1,0.05553914,Canned,125.8046,OUT017,2007,,1,Supermarket Type1,1928.5892142986704
3229,NCX53,20.1,0,0.015022332,Health and Hygiene,142.1154,OUT017,2007,,1,Supermarket Type1,2258.3451921186097
3230,FDD59,10.5,1,0.06645039900000001,Starchy Foods,80.796,OUT018,2009,Medium,2,Supermarket Type2,1323.7385437578232
3231,FDX10,12.39452824519226,1,0.216601163,Snack Foods,36.7874,OUT019,1985,Small,0,Grocery Store,-85.1744819025298
3232,FDC03,8.575,1,0.072139167,Dairy,195.5794,OUT018,2009,Medium,2,Supermarket Type2,3087.9792562269104
3233,FDW43,20.1,1,0.022420996000000002,Fruits and Vegetables,226.2036,OUT035,2004,Small,1,Supermarket Type1,3645.075793068245
3234,FDW10,21.2,0,0.070676281,Snack Foods,176.33700000000002,OUT046,1997,Small,0,Supermarket Type1,2489.9075566241263
3235,FDY14,12.860394607036962,0,0.069701022,Dairy,262.9226,OUT027,1985,Medium,2,Supermarket Type3,4328.541374352764
3236,FDV43,16.0,0,0.077011493,Fruits and Vegetables,45.1086,OUT045,2002,,1,Supermarket Type1,544.3320395462542
3237,FDO40,17.1,0,0.032600958,Frozen Foods,150.4392,OUT013,1987,High,2,Supermarket Type1,2709.531257796327
3238,FDP46,12.860394607036962,0,0.074254285,Snack Foods,91.083,OUT027,1985,Medium,2,Supermarket Type3,1635.9344476109436
3239,NCE43,12.860394607036962,0,0.181114059,Household,168.8448,OUT019,1985,Small,0,Grocery Store,2044.2691803454618
3240,FDD05,19.35,0,0.016608334,Frozen Foods,120.0098,OUT035,2004,Small,1,Supermarket Type1,1942.4077040353259
3241,FDJ60,19.35,1,0.104659766,Baking Goods,165.9184,OUT010,1998,,2,Grocery Store,2589.368906060019
3242,DRE27,11.85,0,0.133211023,Dairy,95.8726,OUT018,2009,Medium,2,Supermarket Type2,1189.7586653160397
3243,FDO11,8.0,1,0.030259174,Breads,250.6092,OUT035,2004,Small,1,Supermarket Type1,4012.325392563238
3244,DRG11,12.860394607036962,0,0.083432299,Hard Drinks,107.4596,OUT027,1985,Medium,2,Supermarket Type3,1850.9700564400264
3245,FDK33,17.85,0,0.018805505,Snack Foods,214.956,OUT010,1998,,2,Grocery Store,3648.814547546841
3246,DRM23,16.6,0,0.136008489,Hard Drinks,170.4422,OUT045,2002,,1,Supermarket Type1,2237.612307675987
3247,FDJ02,12.39452824519226,1,0.02504491,Canned,146.1418,OUT027,1985,Medium,2,Supermarket Type3,2783.3620209579567
3248,NCZ05,8.485,0,0.0582501,Health and Hygiene,104.399,OUT045,2002,,1,Supermarket Type1,1561.0962329566137
3249,NCL30,18.1,0,0.048899701,Household,126.3336,OUT013,1987,High,2,Supermarket Type1,2262.3000717247887
3250,FDZ19,6.425,0,0.093835595,Fruits and Vegetables,174.2712,OUT018,2009,Medium,2,Supermarket Type2,2589.187627144929
3251,FDM45,8.655,1,0.088331849,Snack Foods,120.8756,OUT049,1999,Medium,0,Supermarket Type1,1628.221568618359
3252,FDO36,19.7,0,0.0,Baking Goods,178.666,OUT046,1997,Small,0,Supermarket Type1,2834.497812322483
3253,NCK31,10.895,0,0.027102627999999997,Others,50.7666,OUT045,2002,,1,Supermarket Type1,857.2936667804497
3254,DRJ37,10.8,0,0.061225298,Soft Drinks,153.4024,OUT045,2002,,1,Supermarket Type1,2306.3414923924975
3255,FDP24,20.6,0,0.083342202,Baking Goods,120.1756,OUT018,2009,Medium,2,Supermarket Type2,1767.9114671822826
3256,FDF46,7.07,0,0.093593225,Snack Foods,115.1834,OUT013,1987,High,2,Supermarket Type1,1915.1765882060645
3257,FDX46,12.39452824519226,1,0.10175494199999999,Snack Foods,58.5562,OUT019,1985,Small,0,Grocery Store,750.1740604768966
3258,NCL18,18.85,0,0.167923755,Household,193.7136,OUT045,2002,,1,Supermarket Type1,2457.5460293711185
3259,FDJ26,15.3,1,0.08469465300000001,Canned,212.7218,OUT013,1987,High,2,Supermarket Type1,3533.533125403799
3260,FDJ07,7.26,0,0.014452774,Meat,115.015,OUT045,2002,,1,Supermarket Type1,1917.8400688722686
3261,FDY15,18.25,1,0.170685888,Dairy,155.16299999999998,OUT013,1987,High,2,Supermarket Type1,2261.038649772214
3262,DRG01,14.8,0,0.04496929400000001,Soft Drinks,74.867,OUT045,2002,,1,Supermarket Type1,1147.9414579107288
3263,FDF58,13.3,0,0.009600586,Snack Foods,64.95100000000001,OUT045,2002,,1,Supermarket Type1,1149.3494997079833
3264,FDZ14,12.39452824519226,1,0.083321663,Dairy,121.4756,OUT019,1985,Small,0,Grocery Store,1808.5952244772197
3265,FDP31,21.1,1,0.161756055,Fruits and Vegetables,65.7168,OUT049,1999,Medium,0,Supermarket Type1,430.5192594480977
3266,FDH45,15.1,1,0.1055789,Fruits and Vegetables,42.4796,OUT013,1987,High,2,Supermarket Type1,795.4931476744423
3267,FDA09,13.35,1,0.250008736,Snack Foods,178.36599999999999,OUT010,1998,,2,Grocery Store,2164.989426190299
3268,FDW31,11.35,1,0.043149942999999996,Fruits and Vegetables,198.5742,OUT035,2004,Small,1,Supermarket Type1,3141.219811963714
3269,FDA57,18.85,0,0.039643601,Snack Foods,41.448,OUT046,1997,Small,0,Supermarket Type1,530.1564587975699
3270,NCE55,8.92,0,0.129903926,Household,176.637,OUT035,2004,Small,1,Supermarket Type1,2351.7506939025625
3271,FDC17,12.860394607036962,0,0.027069736,Frozen Foods,212.3928,OUT019,1985,Small,0,Grocery Store,3387.929130427852
3272,FDC59,16.7,1,0.054583442,Starchy Foods,64.6168,OUT013,1987,High,2,Supermarket Type1,1357.5529782569974
3273,FDA22,7.435,0,0.08438208400000001,Starchy Foods,167.9158,OUT013,1987,High,2,Supermarket Type1,2774.60431454048
3274,FDK52,18.25,0,0.079203863,Frozen Foods,224.9062,OUT035,2004,Small,1,Supermarket Type1,3305.2537866044695
3275,NCM26,20.5,0,0.023143199,Others,152.934,OUT046,1997,Small,0,Supermarket Type1,2332.7201854969753
3276,NCT53,5.4,0,0.048107159000000004,Health and Hygiene,166.3526,OUT035,2004,Small,1,Supermarket Type1,2551.836793124581
3277,FDW45,18.0,0,0.039169904,Snack Foods,149.0418,OUT018,2009,Medium,2,Supermarket Type2,2412.600091560813
3278,NCI18,18.35,0,0.014021376,Household,222.5746,OUT035,2004,Small,1,Supermarket Type1,3550.740690141636
3279,FDE38,6.52,0,0.044788872,Canned,164.0842,OUT018,2009,Medium,2,Supermarket Type2,2642.703451530768
3280,FDF08,12.39452824519226,1,0.11417001800000001,Fruits and Vegetables,89.1856,OUT019,1985,Small,0,Grocery Store,1172.9064638847412
3281,FDY58,11.65,0,0.066815522,Snack Foods,229.6694,OUT010,1998,,2,Grocery Store,3681.0524909221967
3282,FDF58,12.860394607036962,0,0.016775365,Snack Foods,63.451,OUT019,1985,Small,0,Grocery Store,1115.7106289705625
3283,FDX39,14.3,1,0.049957145,Meat,210.0586,OUT017,2007,,1,Supermarket Type1,3251.730267357805
3284,FDB44,6.655,0,0.016985198,Fruits and Vegetables,211.0586,OUT049,1999,Medium,0,Supermarket Type1,3265.811693208703
3285,FDF28,15.7,1,0.037833211,Frozen Foods,126.1046,OUT013,1987,High,2,Supermarket Type1,2388.205746959826
3286,FDE39,7.89,0,0.036104434,Dairy,117.1782,OUT013,1987,High,2,Supermarket Type1,2193.4008465558873
3287,FDT37,14.15,0,0.035413843,Canned,253.0014,OUT018,2009,Medium,2,Supermarket Type2,4052.7566167191144
3288,FDZ45,14.1,0,0.06725426,Snack Foods,199.0084,OUT017,2007,,1,Supermarket Type1,2928.0572131704866
3289,FDO40,17.1,0,0.032621941,Frozen Foods,150.9392,OUT035,2004,Small,1,Supermarket Type1,2358.245425659399
3290,FDM57,12.39452824519226,1,0.07548186400000001,Snack Foods,85.3908,OUT027,1985,Medium,2,Supermarket Type3,1620.2449714021604
3291,DRG36,14.15,0,0.095917719,Soft Drinks,171.8106,OUT017,2007,,1,Supermarket Type1,2380.937385717916
3292,FDY36,12.3,0,0.015751294,Baking Goods,71.638,OUT010,1998,,2,Grocery Store,1442.6322766572011
3293,DRL60,12.860394607036962,0,0.026928324,Soft Drinks,151.6682,OUT027,1985,Medium,2,Supermarket Type3,2783.016628841964
3294,FDS25,12.39452824519226,1,0.245136905,Canned,110.8228,OUT019,1985,Small,0,Grocery Store,942.998764263004
3295,DRF49,12.860394607036962,0,0.070733741,Soft Drinks,112.0518,OUT027,1985,Medium,2,Supermarket Type3,1977.3250864329384
3296,FDP16,18.6,0,0.039374545,Frozen Foods,245.5802,OUT045,2002,,1,Supermarket Type1,3820.7707454684896
3297,FDS60,20.85,0,0.032498972,Baking Goods,181.266,OUT049,1999,Medium,0,Supermarket Type1,2710.037589267453
3298,FDU15,12.39452824519226,1,0.026473267,Meat,37.9532,OUT027,1985,Medium,2,Supermarket Type3,1094.3431540101665
3299,FDK43,9.8,0,0.026840766000000002,Meat,126.902,OUT046,1997,Small,0,Supermarket Type1,1930.8464141663935
3300,FDN25,7.895,1,0.061175535,Breakfast,58.6588,OUT046,1997,Small,0,Supermarket Type1,801.5581536044083
3301,FDE53,10.895,0,0.026921951,Frozen Foods,104.928,OUT049,1999,Medium,0,Supermarket Type1,1564.4587829212505
3302,FDB22,8.02,0,0.111347923,Snack Foods,155.6998,OUT013,1987,High,2,Supermarket Type1,2466.912557135107
3303,FDE39,7.89,0,0.036338895,Dairy,119.5782,OUT017,2007,,1,Supermarket Type1,1837.3117976867688
3304,FDX35,5.035,1,0.079895432,Breads,227.0036,OUT035,2004,Small,1,Supermarket Type1,3435.7327764239308
3305,NCG54,12.1,0,0.079930344,Household,169.7106,OUT049,1999,Medium,0,Supermarket Type1,2340.7124723968445
3306,FDH27,7.075,0,0.05833590599999999,Dairy,145.8128,OUT035,2004,Small,1,Supermarket Type1,2185.1238809524584
3307,NCK42,7.475,0,0.01310911,Household,215.4192,OUT013,1987,High,2,Supermarket Type1,3821.709305957702
3308,FDS25,6.885,1,0.14022623,Canned,108.8228,OUT049,1999,Medium,0,Supermarket Type1,1219.4359197757185
3309,FDI10,8.51,1,0.078723713,Snack Foods,172.4422,OUT018,2009,Medium,2,Supermarket Type2,2699.722820954248
3310,FDU35,6.44,0,0.079200387,Breads,100.47,OUT035,2004,Small,1,Supermarket Type1,1390.715666792261
3311,FDI04,13.65,1,0.073324855,Frozen Foods,199.0426,OUT017,2007,,1,Supermarket Type1,2980.4645436390565
3312,DRK23,8.395,0,0.07196303700000001,Hard Drinks,251.804,OUT035,2004,Small,1,Supermarket Type1,3772.4949886981194
3313,FDB53,12.860394607036962,0,0.24416317399999998,Frozen Foods,148.1392,OUT019,1985,Small,0,Grocery Store,1449.4951090147442
3314,FDY02,8.945,1,0.08778219300000001,Dairy,261.791,OUT049,1999,Medium,0,Supermarket Type1,3821.9792390167895
3315,FDM60,10.8,1,0.048134189,Baking Goods,40.3138,OUT035,2004,Small,1,Supermarket Type1,658.9477433750071
3316,NCJ31,19.2,0,0.30572496899999996,Others,239.6196,OUT010,1998,,2,Grocery Store,2789.0417015214916
3317,DRP35,18.85,0,0.09138128,Hard Drinks,126.6336,OUT017,2007,,1,Supermarket Type1,1689.4812501522028
3318,NCQ30,7.725,0,0.029190711,Household,122.4414,OUT018,2009,Medium,2,Supermarket Type2,2060.284551162149
3319,DRL11,10.5,0,0.080372556,Hard Drinks,158.4946,OUT010,1998,,2,Grocery Store,2517.3584418799874
3320,FDU01,20.25,1,0.011985289,Canned,184.7924,OUT013,1987,High,2,Supermarket Type1,3404.7799689222265
3321,FDR39,20.35,0,0.083783437,Meat,180.7292,OUT035,2004,Small,1,Supermarket Type1,2594.5494044806146
3322,FDO08,11.1,1,0.053775381,Fruits and Vegetables,165.7526,OUT046,1997,Small,0,Supermarket Type1,2493.6745749215297
3323,FDC02,21.35,0,0.068962051,Canned,261.1278,OUT045,2002,,1,Supermarket Type1,3929.741627937605
3324,NCZ29,15.0,0,0.071357962,Health and Hygiene,127.4362,OUT035,2004,Small,1,Supermarket Type1,1828.8561013447943
3325,FDF29,15.1,1,0.033365742999999996,Frozen Foods,130.931,OUT010,1998,,2,Grocery Store,2361.079013126684
3326,FDZ23,17.75,1,0.067884624,Baking Goods,187.324,OUT017,2007,,1,Supermarket Type1,2814.4204238821003
3327,NCU53,5.485,0,0.042925965,Health and Hygiene,164.5842,OUT018,2009,Medium,2,Supermarket Type2,2660.3800150625175
3328,NCW30,5.21,0,0.011000735,Household,258.0962,OUT013,1987,High,2,Supermarket Type1,4498.68662193232
3329,NCM26,12.860394607036962,0,0.023031127000000002,Others,154.534,OUT027,1985,Medium,2,Supermarket Type3,2844.4497258895353
3330,FDV50,12.860394607036962,0,0.121977653,Dairy,122.573,OUT027,1985,Medium,2,Supermarket Type3,1919.3351568034996
3331,FDW15,15.35,1,0.055199282999999995,Meat,146.4734,OUT049,1999,Medium,0,Supermarket Type1,2157.7822601556873
3332,FDI35,12.860394607036962,0,0.041091215,Starchy Foods,182.6634,OUT027,1985,Medium,2,Supermarket Type3,3203.8791600129225
3333,FDO11,8.0,1,0.030436087,Breads,249.0092,OUT017,2007,,1,Supermarket Type1,3953.2388919926852
3334,FDN48,13.35,0,0.06495073,Baking Goods,92.5804,OUT046,1997,Small,0,Supermarket Type1,1225.83157384094
3335,NCA17,20.6,0,0.045488814,Health and Hygiene,149.9392,OUT049,1999,Medium,0,Supermarket Type1,2167.018927005709
3336,NCN54,20.35,0,0.021308723999999998,Household,79.2328,OUT013,1987,High,2,Supermarket Type1,1644.996439046001
3337,FDP22,14.65,1,0.099049679,Snack Foods,49.7666,OUT013,1987,High,2,Supermarket Type1,937.8816046475258
3338,NCB54,8.76,0,0.050043246,Health and Hygiene,126.2336,OUT035,2004,Small,1,Supermarket Type1,1913.4451917796541
3339,FDD08,8.3,0,0.035426061,Fruits and Vegetables,37.7506,OUT045,2002,,1,Supermarket Type1,623.4500245748641
3340,DRM48,15.2,0,0.18896587899999998,Soft Drinks,35.9848,OUT010,1998,,2,Grocery Store,133.69676826543946
3341,FDG41,12.39452824519226,1,0.076191354,Frozen Foods,110.3228,OUT027,1985,Medium,2,Supermarket Type3,2004.9859236184166
3342,FDE44,12.860394607036962,0,0.17055809600000002,Fruits and Vegetables,48.7692,OUT027,1985,Medium,2,Supermarket Type3,561.2156859233255
3343,FDE26,9.3,0,0.088988939,Canned,144.0786,OUT035,2004,Small,1,Supermarket Type1,2021.6070739789466
3344,NCS38,8.6,0,0.0,Household,113.1176,OUT013,1987,High,2,Supermarket Type1,2285.1377043314897
3345,NCJ54,9.895,0,0.0,Household,230.4642,OUT018,2009,Medium,2,Supermarket Type2,3862.9430633438096
3346,FDI40,12.39452824519226,1,0.21991455399999998,Frozen Foods,98.8358,OUT019,1985,Small,0,Grocery Store,865.6382175575709
3347,FDN45,19.35,0,0.11858387,Snack Foods,224.4088,OUT018,2009,Medium,2,Supermarket Type2,3239.021543996685
3348,FDU43,19.35,1,0.058043379000000006,Fruits and Vegetables,239.8564,OUT046,1997,Small,0,Supermarket Type1,3613.1967599683376
3349,FDI04,13.65,1,0.122040464,Frozen Foods,197.5426,OUT010,1998,,2,Grocery Store,3016.2397551522845
3350,NCC07,19.6,0,0.024048716,Household,104.9964,OUT018,2009,Medium,2,Supermarket Type2,1790.0435937161164
3351,NCC07,12.860394607036962,0,0.04193537,Household,104.5964,OUT019,1985,Small,0,Grocery Store,1646.8908997002836
3352,NCD18,16.0,0,0.072816495,Household,231.3668,OUT045,2002,,1,Supermarket Type1,3459.6663176818693
3353,FDU55,16.2,0,0.035904485,Fruits and Vegetables,258.6278,OUT035,2004,Small,1,Supermarket Type1,4020.712420873755
3354,FDX59,10.195,0,0.051651503,Breads,35.2558,OUT035,2004,Small,1,Supermarket Type1,488.8036053556607
3355,FDR52,12.65,1,0.076162818,Frozen Foods,190.7846,OUT049,1999,Medium,0,Supermarket Type1,2761.160728558596
3356,NCP17,19.35,0,0.027691307999999998,Health and Hygiene,63.3168,OUT013,1987,High,2,Supermarket Type1,1371.6008140712147
3357,FDQ32,17.85,1,0.04670302,Fruits and Vegetables,122.2388,OUT045,2002,,1,Supermarket Type1,1949.2012001209623
3358,NCT17,10.8,0,0.041930938,Health and Hygiene,188.0214,OUT049,1999,Medium,0,Supermarket Type1,2792.202440584184
3359,FDO10,13.65,1,0.0,Snack Foods,57.7588,OUT049,1999,Medium,0,Supermarket Type1,1019.6305568491225
3360,FDE32,20.7,0,0.048834717,Fruits and Vegetables,36.5506,OUT049,1999,Medium,0,Supermarket Type1,388.64378987816235
3361,FDN44,13.15,0,0.022841841,Fruits and Vegetables,158.192,OUT045,2002,,1,Supermarket Type1,2542.679786001514
3362,FDH02,7.27,1,0.020777214,Canned,88.8488,OUT035,2004,Small,1,Supermarket Type1,1538.5024864497682
3363,FDK60,16.5,1,0.093786169,Baking Goods,98.9068,OUT013,1987,High,2,Supermarket Type1,1721.7168219861196
3364,FDS24,12.39452824519226,1,0.108947031,Baking Goods,86.5514,OUT019,1985,Small,0,Grocery Store,1154.5231366467378
3365,FDL03,19.25,1,0.045327375999999996,Meat,198.21099999999998,OUT010,1998,,2,Grocery Store,3348.4773232533953
3366,FDB46,12.39452824519226,1,0.09330981099999999,Snack Foods,212.6244,OUT027,1985,Medium,2,Supermarket Type3,3522.214225275173
3367,FDO48,15.0,1,0.026882496000000002,Baking Goods,222.6456,OUT049,1999,Medium,0,Supermarket Type1,3465.718366845431
3368,FDZ39,19.7,1,0.018052793,Meat,103.399,OUT049,1999,Medium,0,Supermarket Type1,1640.7016350757112
3369,FDT02,12.860394607036962,0,0.0,Dairy,35.1874,OUT027,1985,Medium,2,Supermarket Type3,1087.665546160064
3370,FDC50,15.85,0,0.136384322,Canned,94.8094,OUT013,1987,High,2,Supermarket Type1,1397.5592277822616
3371,FDP39,12.65,0,0.06941183599999999,Meat,51.5324,OUT035,2004,Small,1,Supermarket Type1,660.7945441752927
3372,DRG15,6.13,0,0.077048493,Dairy,60.0536,OUT018,2009,Medium,2,Supermarket Type2,885.7012705742127
3373,FDP10,19.0,0,0.12861192400000002,Snack Foods,104.1622,OUT018,2009,Medium,2,Supermarket Type2,1325.870868297985
3374,FDF53,12.39452824519226,1,0.08320169599999999,Frozen Foods,181.8318,OUT027,1985,Medium,2,Supermarket Type3,3086.9650551091436
3375,FDN34,15.6,1,0.045857055,Snack Foods,170.4132,OUT045,2002,,1,Supermarket Type1,2706.2019437893796
3376,FDK02,12.5,0,0.11245226,Canned,120.744,OUT045,2002,,1,Supermarket Type1,1573.7544056232728
3377,FDC23,18.0,0,0.017942516999999998,Starchy Foods,176.3686,OUT045,2002,,1,Supermarket Type1,2837.972340670647
3378,FDJ10,12.39452824519226,1,0.22674419899999998,Snack Foods,140.2838,OUT019,1985,Small,0,Grocery Store,1480.809183790141
3379,FDE53,10.895,0,0.026875077,Frozen Foods,107.02799999999999,OUT035,2004,Small,1,Supermarket Type1,1711.117692599808
3380,FDR25,17.0,1,0.139495548,Canned,266.5884,OUT035,2004,Small,1,Supermarket Type1,3772.3854819195803
3381,FDW50,13.1,0,0.075578048,Dairy,165.7158,OUT046,1997,Small,0,Supermarket Type1,2317.9092867362633
3382,FDS09,8.895,1,0.081214552,Snack Foods,51.4008,OUT049,1999,Medium,0,Supermarket Type1,577.9193656009484
3383,FDW49,19.5,0,0.138175481,Canned,178.1002,OUT010,1998,,2,Grocery Store,2556.2898837178727
3384,FDU51,20.2,1,0.09651367599999999,Meat,178.7028,OUT046,1997,Small,0,Supermarket Type1,2494.064019460977
3385,FDF28,15.7,1,0.038018966,Frozen Foods,126.1046,OUT018,2009,Medium,2,Supermarket Type2,2142.2211866660255
3386,NCY30,20.25,0,0.02605898,Household,179.6976,OUT018,2009,Medium,2,Supermarket Type2,2942.14655897615
3387,FDD44,8.05,1,0.078559463,Fruits and Vegetables,259.3646,OUT045,2002,,1,Supermarket Type1,3961.8011833487762
3388,FDX09,9.0,0,0.065618346,Snack Foods,177.33700000000002,OUT017,2007,,1,Supermarket Type1,2607.115644016587
3389,NCF30,17.0,0,0.126139002,Household,125.9362,OUT013,1987,High,2,Supermarket Type1,1923.9947209767852
3390,FDZ50,12.39452824519226,1,0.138452448,Dairy,185.4608,OUT019,1985,Small,0,Grocery Store,2565.4097910090895
3391,FDW37,19.2,0,0.0,Canned,89.2488,OUT013,1987,High,2,Supermarket Type1,1895.0046218718671
3392,FDD11,12.85,0,0.030664333999999998,Starchy Foods,254.40400000000002,OUT049,1999,Medium,0,Supermarket Type1,3869.8471162933565
3393,DRH39,20.7,0,0.093067785,Dairy,75.567,OUT018,2009,Medium,2,Supermarket Type2,1031.7944814448056
3394,FDA36,5.985,0,0.005675194000000001,Baking Goods,184.1924,OUT049,1999,Medium,0,Supermarket Type1,2898.0271499947194
3395,NCG43,20.2,0,0.07435487,Household,92.4462,OUT049,1999,Medium,0,Supermarket Type1,1148.5908814623253
3396,FDF02,16.2,0,0.10345359900000001,Canned,103.699,OUT035,2004,Small,1,Supermarket Type1,1318.6734871010158
3397,FDP57,12.860394607036962,0,0.052190155,Snack Foods,101.899,OUT027,1985,Medium,2,Supermarket Type3,1899.6074699079
3398,NCE42,21.1,0,0.010662263,Household,231.9958,OUT017,2007,,1,Supermarket Type1,3673.4866726818436
3399,NCR38,12.860394607036962,0,0.11296874800000001,Household,252.8724,OUT027,1985,Medium,2,Supermarket Type3,3985.068758927435
3400,FDP03,12.39452824519226,1,0.10711317,Meat,125.1388,OUT019,1985,Small,0,Grocery Store,1762.670382532444
3401,FDO51,6.785,1,0.041974545,Meat,42.3112,OUT035,2004,Small,1,Supermarket Type1,723.8029502873651
3402,NCQ42,20.35,0,0.039268205,Household,128.4678,OUT046,1997,Small,0,Supermarket Type1,1882.677692379144
3403,NCM41,16.5,0,0.035655991,Health and Hygiene,91.212,OUT046,1997,Small,0,Supermarket Type1,1325.6493612172817
3404,FDH48,12.860394607036962,0,0.06018748,Baking Goods,85.054,OUT027,1985,Medium,2,Supermarket Type3,1602.997980143642
3405,DRF60,10.8,0,0.052068722000000005,Soft Drinks,236.4564,OUT046,1997,Small,0,Supermarket Type1,3524.034653127368
3406,FDJ27,17.7,1,0.121852987,Meat,101.4674,OUT035,2004,Small,1,Supermarket Type1,1279.041829792517
3407,FDQ14,9.27,0,0.061735873,Dairy,150.805,OUT013,1987,High,2,Supermarket Type1,2603.136987626851
3408,FDN27,20.85,0,0.0,Meat,118.5808,OUT017,2007,,1,Supermarket Type1,1955.9128327311628
3409,NCQ02,12.6,0,0.007456464,Household,188.6556,OUT046,1997,Small,0,Supermarket Type1,2970.2651598406774
3410,FDJ33,8.895,1,0.088459496,Snack Foods,124.87299999999999,OUT049,1999,Medium,0,Supermarket Type1,1689.4207590059268
3411,FDP07,12.860394607036962,0,0.08946642099999999,Fruits and Vegetables,196.011,OUT027,1985,Medium,2,Supermarket Type3,3202.2609661772294
3412,DRE01,10.1,0,0.16741508,Soft Drinks,241.2512,OUT049,1999,Medium,0,Supermarket Type1,3078.6679695579005
